GP_DESIGN,GP_ABBR,GP_CODE,ACRES,PLAN_COMM,COLOR_RGB,LABEL_ORDER,PID
Rural Residential,RR,,14.43,,"255, 255, 208",18,9712
Rural Residential,RR,,12.35,,"255, 255, 208",18,9713
Rural Residential,RR,,11.97,,"255, 255, 208",18,9714
Rural Residential,RR,,11.06,,"255, 255, 208",18,9715
Rural Residential,RR,,9.79,,"255, 255, 208",18,9716
Rural Residential,RR,,9.57,,"255, 255, 208",18,9717
Rural Residential,RR,,8.34,,"255, 255, 208",18,9718
Rural Residential,RR,,8.03,,"255, 255, 208",18,9719
Rural Residential,RR,,7.47,,"255, 255, 208",18,9720
Rural Residential,RR,,6.96,,"255, 255, 208",18,9721
Residential Neighborhood,RN,,2.95,,"255, 255, 133",17,9442
Residential Neighborhood,RN,,2.87,,"255, 255, 133",17,9443
Residential Neighborhood,RN,,3.37,,"255, 255, 133",17,9539
Residential Neighborhood,RN,,3.32,,"255, 255, 133",17,9540
Residential Neighborhood,RN,,1.7,,"255, 255, 133",17,9618
Residential Neighborhood,RN,,1.58,,"255, 255, 133",17,9619
Neighborhood/Community Commercial,NCC,,6.71,Urban Village,"255, 125, 189",7,9624
Rural Residential,RR,,3.99,,"255, 255, 208",18,9722
Rural Residential,RR,,4.35,,"255, 255, 208",18,9723
Rural Residential,RR,,2.12,,"255, 255, 208",18,9724
Rural Residential,RR,,1.8,,"255, 255, 208",18,9725
Rural Residential,RR,,0.8,,"255, 255, 208",18,9726
Residential Neighborhood,RN,,2.83,,"255, 255, 133",17,9445
Residential Neighborhood,RN,,2.07,,"255, 255, 133",17,9446
Public/Quasi-Public,PQP,,9.32,,"209, 255, 240",12,9447
Residential Neighborhood,RN,,6.82,,"255, 255, 133",17,9451
Residential Neighborhood,RN,,6.3,,"255, 255, 133",17,9453
Residential Neighborhood,RN,,3.28,,"255, 255, 133",17,9541
Residential Neighborhood,RN,,3.19,,"255, 255, 133",17,9542
Residential Neighborhood,RN,,1.49,,"255, 255, 133",17,9620
Neighborhood/Community Commercial,NCC,,18.61,Urban Village,"255, 125, 189",7,9621
Rural Residential,RR,,0.73,,"255, 255, 208",18,9727
"Open Space, Parklands and Habitat",OSPH,,11.66,,"96, 160, 0",22,9733
"Open Space, Parklands and Habitat",OSPH,,5.26,,"96, 160, 0",22,9734
Residential Neighborhood,RN,,1.78,,"255, 255, 133",17,9471
Residential Neighborhood,RN,,1.45,,"255, 255, 133",17,9472
Residential Neighborhood,RN,,0.76,,"255, 255, 133",17,9474
Rural Residential,RR,,11.82,,"255, 255, 208",18,9476
Residential Neighborhood,RN,,3.17,,"255, 255, 133",17,9543
Residential Neighborhood,RN,,2.6,,"255, 255, 133",17,9544
Residential Neighborhood,RN,,2.43,,"255, 255, 133",17,9545
Neighborhood/Community Commercial,NCC,,12.29,Urban Village,"255, 125, 189",7,9622
Neighborhood/Community Commercial,NCC,,12.28,Urban Village,"255, 125, 189",7,9623
"Open Space, Parklands and Habitat",OSPH,,4.19,,"96, 160, 0",22,9735
Residential Neighborhood,RN,,5.96,,"255, 255, 133",17,9748
Residential Neighborhood,RN,,1,,"255, 255, 133",17,9478
Residential Neighborhood,RN,,0.99,,"255, 255, 133",17,9479
Residential Neighborhood,RN,,0.53,,"255, 255, 133",17,9480
Residential Neighborhood,RN,,0.39,,"255, 255, 133",17,9481
Residential Neighborhood,RN,,0.26,,"255, 255, 133",17,9482
Residential Neighborhood,RN,,0.21,,"255, 255, 133",17,9483
Residential Neighborhood,RN,,0.03,,"255, 255, 133",17,9484
Residential Neighborhood,RN,,17.96,,"255, 255, 133",17,9547
Residential Neighborhood,RN,,9.96,,"255, 255, 133",17,9548
Residential Neighborhood,RN,,7.82,,"255, 255, 133",17,9549
Residential Neighborhood,RN,,7.68,,"255, 255, 133",17,9550
Residential Neighborhood,RN,,5.52,,"255, 255, 133",17,9551
Neighborhood/Community Commercial,NCC,,6.45,Urban Village,"255, 125, 189",7,9625
Neighborhood/Community Commercial,NCC,,2.29,Urban Village,"255, 125, 189",7,9626
Residential Neighborhood,RN,,3.1,,"255, 255, 133",17,9635
Residential Neighborhood,RN,,35.96,,"255, 255, 133",17,9643
Residential Neighborhood,RN,,3.56,,"255, 255, 133",17,9645
Residential Neighborhood,RN,,5.6,,"255, 255, 133",17,9749
Residential Neighborhood,RN,,5.47,,"255, 255, 133",17,9750
Neighborhood/Community Commercial,NCC,,22.21,,"255, 125, 189",7,9485
Neighborhood/Community Commercial,NCC,,2.53,,"255, 125, 189",7,9486
Mixed Use Neighborhood,MUN,,10.37,,"207, 161, 22",16,9487
Mixed Use Neighborhood,MUN,,9.51,,"207, 161, 22",16,9488
Residential Neighborhood,RN,,5.39,,"255, 255, 133",17,9552
Residential Neighborhood,RN,,4.8,,"255, 255, 133",17,9553
Mixed Use Neighborhood,MUN,,3.28,,"207, 161, 22",16,9554
Mixed Use Neighborhood,MUN,,1.82,,"207, 161, 22",16,9555
Mixed Use Neighborhood,MUN,,4.32,,"207, 161, 22",16,9560
Mixed Use Neighborhood,MUN,,4.08,,"207, 161, 22",16,9561
Mixed Use Neighborhood,MUN,,1.93,,"207, 161, 22",16,9562
Residential Neighborhood,RN,,4.52,,"255, 255, 133",17,9585
Residential Neighborhood,RN,,4.26,,"255, 255, 133",17,9586
Residential Neighborhood,RN,,2.28,,"255, 255, 133",17,9636
Residential Neighborhood,RN,,2.06,,"255, 255, 133",17,9637
Residential Neighborhood,RN,,4.39,,"255, 255, 133",17,9641
Residential Neighborhood,RN,,5.82,,"255, 255, 133",17,9648
Residential Neighborhood,RN,,5.03,,"255, 255, 133",17,9751
Residential Neighborhood,RN,,4.64,,"255, 255, 133",17,9752
Residential Neighborhood,RN,,4,,"255, 255, 133",17,9852
Residential Neighborhood,RN,,2.93,,"255, 255, 133",17,9853
Residential Neighborhood,RN,,1.68,,"255, 255, 133",17,9908
Residential Neighborhood,RN,,1.68,,"255, 255, 133",17,9909
Residential Neighborhood,RN,,1.67,,"255, 255, 133",17,9910
Residential Neighborhood,RN,,1.66,,"255, 255, 133",17,9911
Residential Neighborhood,RN,,1.66,,"255, 255, 133",17,9912
Neighborhood/Community Commercial,NCC,,11.81,Urban Village,"255, 125, 189",7,9977
Neighborhood/Community Commercial,NCC,,9.18,Urban Village,"255, 125, 189",7,9978
Neighborhood/Community Commercial,NCC,,7.92,Urban Village,"255, 125, 189",7,9979
Residential Neighborhood,RN,,3.55,,"255, 255, 133",17,9463
Residential Neighborhood,RN,,3.41,,"255, 255, 133",17,9464
Residential Neighborhood,RN,,2.16,,"255, 255, 133",17,9855
Residential Neighborhood,RN,,2.16,,"255, 255, 133",17,9856
Residential Neighborhood,RN,,1.4,,"255, 255, 133",17,9913
Residential Neighborhood,RN,,1.4,,"255, 255, 133",17,9914
Residential Neighborhood,RN,,1.37,,"255, 255, 133",17,9915
Residential Neighborhood,RN,,1.31,,"255, 255, 133",17,9916
Residential Neighborhood,RN,,1.21,,"255, 255, 133",17,9917
Neighborhood/Community Commercial,NCC,,6.79,Urban Village,"255, 125, 189",7,9980
Neighborhood/Community Commercial,NCC,,3.65,Urban Village,"255, 125, 189",7,9981
Neighborhood/Community Commercial,NCC,,2.03,Urban Village,"255, 125, 189",7,9982
Neighborhood/Community Commercial,NCC,,0.92,Urban Village,"255, 125, 189",7,9983
Residential Neighborhood,RN,,3.33,,"255, 255, 133",17,9465
Residential Neighborhood,RN,,3.33,,"255, 255, 133",17,9466
Residential Neighborhood,RN,,2.03,,"255, 255, 133",17,9857
Residential Neighborhood,RN,,1.97,,"255, 255, 133",17,9858
Residential Neighborhood,RN,,1.21,,"255, 255, 133",17,9918
Residential Neighborhood,RN,,1.18,,"255, 255, 133",17,9919
Residential Neighborhood,RN,,1.15,,"255, 255, 133",17,9920
Neighborhood/Community Commercial,NCC,,11.01,,"255, 125, 189",7,9984
Neighborhood/Community Commercial,NCC,,4.52,,"255, 125, 189",7,9985
Neighborhood/Community Commercial,NCC,,3.75,,"255, 125, 189",7,9986
Residential Neighborhood,RN,,3.33,,"255, 255, 133",17,9467
Residential Neighborhood,RN,,3.18,,"255, 255, 133",17,9468
Residential Neighborhood,RN,,1.26,,"255, 255, 133",17,9859
Residential Neighborhood,RN,,1.24,,"255, 255, 133",17,9860
Residential Neighborhood,RN,,1.22,,"255, 255, 133",17,9861
Residential Neighborhood,RN,,1.22,,"255, 255, 133",17,9862
Residential Neighborhood,RN,,1.03,,"255, 255, 133",17,9921
Residential Neighborhood,RN,,0.94,,"255, 255, 133",17,9922
Residential Neighborhood,RN,,0.79,,"255, 255, 133",17,9923
Residential Neighborhood,RN,,0.78,,"255, 255, 133",17,9924
Neighborhood/Community Commercial,NCC,,2.52,,"255, 125, 189",7,9987
Neighborhood/Community Commercial,NCC,,2.37,,"255, 125, 189",7,9988
Neighborhood/Community Commercial,NCC,,2.06,,"255, 125, 189",7,9989
Residential Neighborhood,RN,,2.54,,"255, 255, 133",17,9469
Residential Neighborhood,RN,,1.95,,"255, 255, 133",17,9470
Residential Neighborhood,RN,,1.37,,"255, 255, 133",17,9473
Residential Neighborhood,RN,,1.22,,"255, 255, 133",17,9863
Residential Neighborhood,RN,,1.09,,"255, 255, 133",17,9865
Residential Neighborhood,RN,,0.47,,"255, 255, 133",17,9866
Residential Neighborhood,RN,,0.3,,"255, 255, 133",17,9867
Residential Neighborhood,RN,,0.67,,"255, 255, 133",17,9925
Residential Neighborhood,RN,,0.55,,"255, 255, 133",17,9926
Residential Neighborhood,RN,,0.47,,"255, 255, 133",17,9927
Residential Neighborhood,RN,,0.47,,"255, 255, 133",17,9928
Neighborhood/Community Commercial,NCC,,0.6,,"255, 125, 189",7,9990
Residential Neighborhood,RN,,6.13,,"255, 255, 133",17,9995
Residential Neighborhood,RN,,5.93,,"255, 255, 133",17,9996
Residential Neighborhood,RN,,5.61,,"255, 255, 133",17,9997
Residential Neighborhood,RN,,5.41,,"255, 255, 133",17,9998
Residential Neighborhood,RN,,0.1,,"255, 255, 133",17,9475
Rural Residential,RR,,3.21,,"255, 255, 208",18,9477
Mixed Use Neighborhood,MUN,,3.78,Urban Village,"207, 161, 22",16,9871
Mixed Use Neighborhood,MUN,,3.45,Urban Village,"207, 161, 22",16,9872
Mixed Use Neighborhood,MUN,,2.2,Urban Village,"207, 161, 22",16,9873
Mixed Use Neighborhood,MUN,,1.09,Urban Village,"207, 161, 22",16,9874
Neighborhood/Community Commercial,NCC,,10.85,Urban Village,"255, 125, 189",7,9875
Residential Neighborhood,RN,,0.44,,"255, 255, 133",17,9929
Residential Neighborhood,RN,,0.43,,"255, 255, 133",17,9930
Residential Neighborhood,RN,,1.35,,"255, 255, 133",17,9937
Residential Neighborhood,RN,,1.34,,"255, 255, 133",17,9938
Residential Neighborhood,RN,,4.79,,"255, 255, 133",17,10000
Residential Neighborhood,RN,,4.55,,"255, 255, 133",17,10001
Residential Neighborhood,RN,,4.5,,"255, 255, 133",17,10002
Residential Neighborhood,RN,,2.98,,"255, 255, 133",17,10009
Residential Neighborhood,RN,,2.28,,"255, 255, 133",17,10010
Residential Neighborhood,RN,,1.49,,"255, 255, 133",17,9798
Residential Neighborhood,RN,,2.11,,"255, 255, 133",17,9800
Neighborhood/Community Commercial,NCC,,9.54,Urban Village,"255, 125, 189",7,9876
Neighborhood/Community Commercial,NCC,,5.7,Urban Village,"255, 125, 189",7,9877
Neighborhood/Community Commercial,NCC,,3.83,Urban Village,"255, 125, 189",7,9878
Residential Neighborhood,RN,,1.12,,"255, 255, 133",17,9939
Residential Neighborhood,RN,,0.85,,"255, 255, 133",17,9940
Residential Neighborhood,RN,,0.76,,"255, 255, 133",17,9941
Residential Neighborhood,RN,,4.43,,"255, 255, 133",17,10005
Residential Neighborhood,RN,,3.74,,"255, 255, 133",17,10006
Residential Neighborhood,RN,,2.26,,"255, 255, 133",17,9804
Residential Neighborhood,RN,,2.03,,"255, 255, 133",17,9805
Mixed Use Neighborhood,MUN,,2.27,,"207, 161, 22",16,9879
Mixed Use Neighborhood,MUN,,1.34,,"207, 161, 22",16,9880
Mixed Use Neighborhood,MUN,,0.93,,"207, 161, 22",16,9881
Mixed Use Neighborhood,MUN,,0.64,,"207, 161, 22",16,9882
Mixed Use Neighborhood,MUN,,4.55,,"207, 161, 22",16,9891
Mixed Use Neighborhood,MUN,,2.91,,"207, 161, 22",16,9892
Mixed Use Neighborhood,MUN,,1.26,,"207, 161, 22",16,9894
Residential Neighborhood,RN,,0.69,,"255, 255, 133",17,9942
Residential Neighborhood,RN,,0.69,,"255, 255, 133",17,9943
Residential Neighborhood,RN,,0.46,,"255, 255, 133",17,9944
Residential Neighborhood,RN,,0.26,,"255, 255, 133",17,9945
Residential Neighborhood,RN,,3.47,,"255, 255, 133",17,9948
Residential Neighborhood,RN,,5.01,,"255, 255, 133",17,9999
Residential Neighborhood,RN,,3.52,,"255, 255, 133",17,10007
Residential Neighborhood,RN,,1.55,,"255, 255, 133",17,9806
Residential Neighborhood,RN,,1.25,,"255, 255, 133",17,9808
Residential Neighborhood,RN,,0.62,,"255, 255, 133",17,9811
Residential Neighborhood,RN,,1.98,,"255, 255, 133",17,9883
Residential Neighborhood,RN,,1.95,,"255, 255, 133",17,9884
Residential Neighborhood,RN,,3.36,,"255, 255, 133",17,9949
Residential Neighborhood,RN,,1.91,,"255, 255, 133",17,9950
Residential Neighborhood,RN,,4.48,,"255, 255, 133",17,10003
Residential Neighborhood,RN,,4.46,,"255, 255, 133",17,10004
"Open Space, Parklands and Habitat",OSPH,,14.44,,"96, 160, 0",22,9815
"Open Space, Parklands and Habitat",OSPH,,2.06,,"96, 160, 0",22,9816
"Open Space, Parklands and Habitat",OSPH,,1.81,,"96, 160, 0",22,9818
Residential Neighborhood,RN,,1.92,,"255, 255, 133",17,9885
Residential Neighborhood,RN,,1.78,,"255, 255, 133",17,9886
Residential Neighborhood,RN,,1.66,,"255, 255, 133",17,9951
Residential Neighborhood,RN,,1.63,,"255, 255, 133",17,9952
Residential Neighborhood,RN,,1.61,,"255, 255, 133",17,9953
Residential Neighborhood,RN,,3.45,,"255, 255, 133",17,9438
Residential Neighborhood,RN,,9.61,,"255, 255, 133",17,9449
"Open Space, Parklands and Habitat",OSPH,,1.51,,"96, 160, 0",22,9819
"Open Space, Parklands and Habitat",OSPH,,1.36,,"96, 160, 0",22,9820
"Open Space, Parklands and Habitat",OSPH,,1.35,,"96, 160, 0",22,9821
"Open Space, Parklands and Habitat",OSPH,,0.7,,"96, 160, 0",22,9824
Residential Neighborhood,RN,,1.69,,"255, 255, 133",17,9887
Residential Neighborhood,RN,,1.68,,"255, 255, 133",17,9888
Residential Neighborhood,RN,,1.35,,"255, 255, 133",17,9954
Residential Neighborhood,RN,,0.84,,"255, 255, 133",17,9955
Residential Neighborhood,RN,,7.65,,"255, 255, 133",17,9450
"Open Space, Parklands and Habitat",OSPH,,1.25,,"96, 160, 0",22,9822
"Open Space, Parklands and Habitat",OSPH,,0.74,,"96, 160, 0",22,9823
"Open Space, Parklands and Habitat",OSPH,,0.69,,"96, 160, 0",22,9825
Residential Neighborhood,RN,,1.68,,"255, 255, 133",17,9889
Residential Neighborhood,RN,,1.54,,"255, 255, 133",17,9890
Residential Neighborhood,RN,,5.37,,"255, 255, 133",17,9965
Residential Neighborhood,RN,,4.55,,"255, 255, 133",17,9966
Residential Neighborhood,RN,,6.3,,"255, 255, 133",17,9452
Residential Neighborhood,RN,,5.62,,"255, 255, 133",17,9454
"Open Space, Parklands and Habitat",OSPH,,0.61,,"96, 160, 0",22,9826
"Open Space, Parklands and Habitat",OSPH,,0.52,,"96, 160, 0",22,9827
"Open Space, Parklands and Habitat",OSPH,,0.48,,"96, 160, 0",22,9828
"Open Space, Parklands and Habitat",OSPH,,0.42,,"96, 160, 0",22,9829
Mixed Use Neighborhood,MUN,,2.79,,"207, 161, 22",16,9893
Mixed Use Neighborhood,MUN,,1.11,,"207, 161, 22",16,9895
Mixed Use Neighborhood,MUN,,1.05,,"207, 161, 22",16,9896
Mixed Use Neighborhood,MUN,,0.92,,"207, 161, 22",16,9897
Residential Neighborhood,RN,,4.51,,"255, 255, 133",17,9967
Residential Neighborhood,RN,,4.5,,"255, 255, 133",17,9968
Residential Neighborhood,RN,,5.61,,"255, 255, 133",17,9455
Residential Neighborhood,RN,,5.5,,"255, 255, 133",17,9456
"Open Space, Parklands and Habitat",OSPH,,0.41,,"96, 160, 0",22,9830
"Open Space, Parklands and Habitat",OSPH,,0.28,,"96, 160, 0",22,9831
"Open Space, Parklands and Habitat",OSPH,,0.26,,"96, 160, 0",22,9832
"Open Space, Parklands and Habitat",OSPH,,0.26,,"96, 160, 0",22,9833
"Open Space, Parklands and Habitat",OSPH,,0.23,,"96, 160, 0",22,9834
"Open Space, Parklands and Habitat",OSPH,,0.19,,"96, 160, 0",22,9835
Mixed Use Neighborhood,MUN,,0.78,,"207, 161, 22",16,9898
Mixed Use Neighborhood,MUN,,0.48,,"207, 161, 22",16,9899
Industrial Park,IP,,227.03,,"138, 194, 230",9,9900
Residential Neighborhood,RN,,4.46,,"255, 255, 133",17,9969
Residential Neighborhood,RN,,3.15,,"255, 255, 133",17,9970
Residential Neighborhood,RN,,4.69,,"255, 255, 133",17,9457
Residential Neighborhood,RN,,4.68,,"255, 255, 133",17,9458
"Open Space, Parklands and Habitat",OSPH,,0.18,,"96, 160, 0",22,9836
"Open Space, Parklands and Habitat",OSPH,,0.16,,"96, 160, 0",22,9837
"Open Space, Parklands and Habitat",OSPH,,0.16,,"96, 160, 0",22,9838
"Open Space, Parklands and Habitat",OSPH,,0.15,,"96, 160, 0",22,9839
"Open Space, Parklands and Habitat",OSPH,,0.11,,"96, 160, 0",22,9840
Residential Neighborhood,RN,,9.08,,"255, 255, 133",17,9851
Mixed Use Neighborhood,MUN,,4.9,Urban Village,"207, 161, 22",16,9870
Residential Neighborhood,RN,,11.51,,"255, 255, 133",17,9843
Residential Neighborhood,RN,,7.37,,"255, 255, 133",17,9844
Residential Neighborhood,RN,,7.3,,"255, 255, 133",17,9845
Residential Neighborhood,RN,,2.7,,"255, 255, 133",17,9854
Residential Neighborhood,RN,,1.18,,"255, 255, 133",17,9864
Industrial Park,IP,,47.1,,"138, 194, 230",9,9901
Industrial Park,IP,,40.56,,"138, 194, 230",9,9902
Residential Neighborhood,RN,,2.56,,"255, 255, 133",17,9972
Mixed Use Neighborhood,MUN,,14.49,,"207, 161, 22",16,9973
Residential Neighborhood,RN,,4.61,,"255, 255, 133",17,9459
Residential Neighborhood,RN,,4.59,,"255, 255, 133",17,9460
Residential Neighborhood,RN,,5.67,,"255, 255, 133",17,9846
Residential Neighborhood,RN,,3.27,,"255, 255, 133",17,9847
Industrial Park,IP,,36.93,,"138, 194, 230",9,9903
Residential Neighborhood,RN,,3.58,,"255, 255, 133",17,9905
Mixed Use Neighborhood,MUN,,7.84,,"207, 161, 22",16,9974
Neighborhood/Community Commercial,NCC,,23.83,Urban Village,"255, 125, 189",7,9975
Neighborhood/Community Commercial,NCC,,20.25,Urban Village,"255, 125, 189",7,9976
Residential Neighborhood,RN,,4.5,,"255, 255, 133",17,9461
Residential Neighborhood,RN,,4.06,,"255, 255, 133",17,9462
Residential Neighborhood,RN,,2.23,,"255, 255, 133",17,9848
Residential Neighborhood,RN,,2.21,,"255, 255, 133",17,9849
Residential Neighborhood,RN,,1.67,,"255, 255, 133",17,9850
Residential Neighborhood,RN,,3.95,,"255, 255, 133",17,10560
Residential Neighborhood,RN,,3.4,,"255, 255, 133",17,10562
Residential Neighborhood,RN,,5.36,,"255, 255, 133",17,10597
Residential Neighborhood,RN,,3.8,,"255, 255, 133",17,10599
Residential Neighborhood,RN,,5.3,,"255, 255, 133",17,10608
Neighborhood/Community Commercial,NCC,,0.37,,"255, 125, 189",7,10675
Residential Neighborhood,RN,,33.72,,"255, 255, 133",17,10657
Residential Neighborhood,RN,,15.01,,"255, 255, 133",17,10658
Residential Neighborhood,RN,,13.21,,"255, 255, 133",17,10659
Residential Neighborhood,RN,,12.16,,"255, 255, 133",17,10660
Residential Neighborhood,RN,,12.05,,"255, 255, 133",17,10661
Residential Neighborhood,RN,,11.18,,"255, 255, 133",17,10662
Residential Neighborhood,RN,,11,,"255, 255, 133",17,10663
Residential Neighborhood,RN,,10.53,,"255, 255, 133",17,10664
Residential Neighborhood,RN,,10.17,,"255, 255, 133",17,10665
Residential Neighborhood,RN,,9.63,,"255, 255, 133",17,10666
Residential Neighborhood,RN,,8.66,,"255, 255, 133",17,10667
Residential Neighborhood,RN,,7.77,,"255, 255, 133",17,10668
Residential Neighborhood,RN,,5.37,,"255, 255, 133",17,10670
Residential Neighborhood,RN,,4.49,,"255, 255, 133",17,10671
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10718
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10719
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10720
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10721
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10722
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10723
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10724
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10725
Residential Neighborhood,RN,,3.1,,"255, 255, 133",17,10563
Residential Neighborhood,RN,,1.93,,"255, 255, 133",17,10564
Residential Neighborhood,RN,,3.7,,"255, 255, 133",17,10600
Residential Neighborhood,RN,,3.54,,"255, 255, 133",17,10601
Residential Neighborhood,RN,,6.22,,"255, 255, 133",17,10669
Residential Neighborhood,RN,,3.17,,"255, 255, 133",17,10672
Urban Residential,UR,,0.24,Communication Hill Specific Plan,"160, 120, 0",15,10727
Urban Residential,UR,,0.32,Communication Hill Specific Plan,"160, 120, 0",15,10726
Urban Residential,UR,,0.18,Communication Hill Specific Plan,"160, 120, 0",15,10729
Urban Residential,UR,,0.18,Communication Hill Specific Plan,"160, 120, 0",15,10730
Urban Residential,UR,,0.17,Communication Hill Specific Plan,"160, 120, 0",15,10731
Urban Residential,UR,,0.17,Communication Hill Specific Plan,"160, 120, 0",15,10732
Urban Residential,UR,,0.17,Communication Hill Specific Plan,"160, 120, 0",15,10733
Urban Residential,UR,,0.17,Communication Hill Specific Plan,"160, 120, 0",15,10734
Residential Neighborhood,RN,,0.15,,"255, 255, 133",17,10565
Urban Residential,UR,,0.17,Communication Hill Specific Plan,"160, 120, 0",15,10736
Urban Residential,UR,,0.16,Communication Hill Specific Plan,"160, 120, 0",15,10737
Urban Residential,UR,,0.14,Communication Hill Specific Plan,"160, 120, 0",15,10738
Urban Residential,UR,,0.14,Communication Hill Specific Plan,"160, 120, 0",15,10739
Urban Residential,UR,,0.11,Communication Hill Specific Plan,"160, 120, 0",15,10740
Residential Neighborhood,RN,,2.97,,"255, 255, 133",17,10602
